Workload_Name,Category,Aspect,M,N,K,Strategy,L3_Size_MB,Overfetch_Total,Overfetch_A,Overfetch_B,Overfetch_C,L3_Hit_Rate,L3_Utilization,DRAM_Reads_MB,Num_Evictions,Tensor_A_MB,Tensor_B_MB,Tensor_C_MB,Total_Tensor_MB
Extreme Tall: 64k batch,Projection,Extreme Tall,65536,64,768,OS,1024,1.02072,1.02233,1.02083,1.00146,0.81587,0.207521,212,0,192,0,16,208
Extreme Deep: 64k hidden,MLP,Extreme Deep,256,256,65536,WS,1,1.00658,1.00659,1.00659,1,0.933989,1,129,4479,64,64,0,128
Extreme Deep: 64k hidden,MLP,Extreme Deep,256,256,65536,WS,2,1.00658,1.00659,1.00659,1,0.933989,1,129,4446,64,64,0,128
Extreme Deep: 64k hidden,MLP,Extreme Deep,256,256,65536,WS,4,1.00658,1.00659,1.00659,1,0.933989,1,129,4380,64,64,0,128
Extreme Deep: 64k hidden,MLP,Extreme Deep,256,256,65536,WS,16,0.594907,0.181641,1.00659,1,0.959504,1,76,2240,64,64,0,128
Extreme Deep: 64k hidden,MLP,Extreme Deep,256,256,65536,WS,64,0.592311,0.176437,1.00659,1,0.959665,1,75,643,64,64,0,128
Extreme Deep: 64k hidden,MLP,Extreme Deep,256,256,65536,WS,256,0.592311,0.176437,1.00659,1,0.959665,0.296734,75,0,64,64,0,128
Extreme Deep: 64k hidden,MLP,Extreme Deep,256,256,65536,WS,1024,0.592311,0.176437,1.00659,1,0.959665,0.0741835,75,0,64,64,0,128
Extreme Deep: 64k hidden,MLP,Extreme Deep,256,256,65536,IS,1,1.00658,1.00659,1.00659,1,0.933989,1,129,4479,64,64,0,128
Extreme Deep: 64k hidden,MLP,Extreme Deep,256,256,65536,IS,2,1.00658,1.00659,1.00659,1,0.933989,1,129,4446,64,64,0,128
Extreme Deep: 64k hidden,MLP,Extreme Deep,256,256,65536,IS,4,1.00658,1.00659,1.00659,1,0.933989,1,129,4380,64,64,0,128
Extreme Deep: 64k hidden,MLP,Extreme Deep,256,256,65536,IS,16,0.592311,0.176437,1.00659,1,0.959665,1,75,2229,64,64,0,128
Extreme Deep: 64k hidden,MLP,Extreme Deep,256,256,65536,IS,64,0.592311,0.176437,1.00659,1,0.959665,1,75,643,64,64,0,128
Extreme Deep: 64k hidden,MLP,Extreme Deep,256,256,65536,IS,256,0.592311,0.176437,1.00659,1,0.959665,0.296734,75,0,64,64,0,128
Extreme Deep: 64k hidden,MLP,Extreme Deep,256,256,65536,IS,1024,0.592311,0.176437,1.00659,1,0.959665,0.0741835,75,0,64,64,0,128
Extreme Deep: 64k hidden,MLP,Extreme Deep,256,256,65536,OS,1,16.076,16.1055,16.1055,1,0,1,2061,68319,64,64,0,128
Extreme Deep: 64k hidden,MLP,Extreme Deep,256,256,65536,OS,2,16.076,16.1055,16.1055,1,0,0.999512,2061,68286,64,64,0,128
Extreme Deep: 64k hidden,MLP,Extreme Deep,256,256,65536,OS,4,16.076,16.1055,16.1055,1,0,0.999268,2061,68220,64,64,0,128
Extreme Deep: 64k hidden,MLP,Extreme Deep,256,256,65536,OS,16,8.12703,0.176437,16.1055,1,0.49267,0.999207,1042,34147,64,64,0,128
Extreme Deep: 64k hidden,MLP,Extreme Deep,256,256,65536,OS,64,8.12703,0.176437,16.1055,1,0.49267,0.999725,1042,32550,64,64,0,128
Extreme Deep: 64k hidden,MLP,Extreme Deep,256,256,65536,OS,256,0.592311,0.176437,1.00659,1,0.959665,0.296734,75,0,64,64,0,128
Extreme Deep: 64k hidden,MLP,Extreme Deep,256,256,65536,OS,1024,0.592311,0.176437,1.00659,1,0.959665,0.0741835,75,0,64,64,0,128
